0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.2	1.1	0.0	0.0	0.1	0.5	3.1	0.6	0.8	1.4	1.4	2.6	0.8	2.3	1.3	0.0
100	0.9	1.0	0.6	1.5	0.8	1.0	3.4	2.4	2.8	2.6	2.5	4.2	3.7	4.1	5.1	2.3
1000	0.5	1.2	0.9	1.9	1.7	0.6	3.6	1.9	2.3	1.9	1.9	2.6	3.5	1.9	3.6	2.7
10000	99.8	52.6	5.9	5.6	4.5	6.2	5.6	5.1	4.8	4.3	4.9	4.7	5.8	4.9	5.9	5.4
