0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.5	0.0
1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	107.2	0.0
10	3.3	0.0	0.0	2.5	0.0	0.4	0.4	0.0	0.0	0.0	0.0	0.8	0.1	0.3	0.8	2.2	114.3	0.0
100	4.3	1.1	2.3	2.3	0.2	0.6	0.4	0.3	0.0	0.6	3.6	1.7	0.9	0.2	1.2	2.5	71.3	0.0
1000	4.2	5.5	3.8	3.9	0.8	0.6	1.4	1.0	0.0	0.6	3.4	2.8	0.7	0.4	1.7	3.4	1.8	15.0
10000	5.4	61.3	66.7	8.0	35.7	53.4	5.2	17.3	29.3	31.5	39.1	72.4	36.9	65.5	74.6	120.6	103.4	116.1
